"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"kingston and surbiton",35," UK Independence Party","2015","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Labour Party","2017","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"kingston and surbiton",35," Green Party","2019","Predominantly Urban",424,117578,118002,13270,22058,11529,8344,4061,8549,5038,2963,1144,3271,990,5588,17.2295424498309,NA,NA,NA,NA,2.0952380952381,9849
"leigh",40," Conservative Party","2010","Predominantly Urban",3104,99893,102997,5727,14946,10860,6835,6408,12428,11120,2327,1492,1108,234,1068,13.2666502836162,0.182,0.48,0.129,0.209,1,2410
"leigh",40," Conservative Party","2015","Predominantly Urban",3104,99893,102997,5727,14946,10860,6835,6408,12428,11120,2327,1492,1108,234,1068,13.2666502836162,0.025,0.539,0.209,0.226,1,2410
"hemel hempstead",38," Conservative Party","2010","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.229,0.208,0.063,0.5,2.8,2409
"hemel hempstead",38," Liberal Democrats","2010","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.229,0.208,0.063,0.5,2.8,2409
"hemel hempstead",38," UK Independence Party","2010","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.229,0.208,0.063,0.5,2.8,2409
"hemel hempstead",38," Labour Party","2010","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.229,0.208,0.063,0.5,2.8,2409
"hemel hempstead",38," Liberal Democrats","2015","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.048,0.238,0.185,0.529,2.8,2409
"hemel hempstead",38," Liberal Democrats","2019","Predominantly Urban",7110,91974,99084,7968,16718,10839,7145,4796,9500,7044,1773,1125,1111,182,1116,16.1413102743222,0.123,0.281,0.031,0.565,2.8,2409
"kingswood",40," Conservative Party","2010","Predominantly Urban",1257,85933,87190,6297,13229,10734,5686,4944,9958,6762,1039,698,978,118,740,14.0899127352598,0.168,0.353,0.074,0.404,10.5,1836
"kingswood",40," Liberal Democrats","2010","Predominantly Urban",1257,85933,87190,6297,13229,10734,5686,4944,9958,6762,1039,698,978,118,740,14.0899127352598,0.168,0.353,0.074,0.404,10.5,1836
"lewes",46," Liberal Democrats","2010","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.52,0.05,0.063,0.367,2.90909090909091,1891
"lewes",46," Conservative Party","2010","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.52,0.05,0.063,0.367,2.90909090909091,1891
"lewes",46," UK Independence Party","2010","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.52,0.05,0.063,0.367,2.90909090909091,1891
"lewes",46," Labour Party","2010","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.52,0.05,0.063,0.367,2.90909090909091,1891
"lewes",46," Green Party","2015","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.359,0.099,0.162,0.38,2.90909090909091,1891
"lewes",46," Labour Party","2015","Predominantly Rural",26908,61284,88192,7443,15435,8197,8069,3959,8198,5266,1202,773,862,114,915,16.9138138465429,0.359,0.099,0.162,0.38,2.90909090909091,1891
"hereford and south herefordshire",42," Liberal Democrats","2010","Urban with Significant Rural",28139,69353,97492,5860,14556,8046,8838,5437,12663,8521,1879,956,932,165,1199,14.0899127352598,0.411,0.072,0.054,0.462,1,2296
"hereford and south herefordshire",42," Conservative Party","2010","Urban with Significant Rural",28139,69353,97492,5860,14556,8046,8838,5437,12663,8521,1879,956,932,165,1199,14.0899127352598,0.411,0.072,0.054,0.462,1,2296
"hereford and south herefordshire",42," UK Independence Party","2010","Urban with Significant Rural",28139,69353,97492,5860,14556,8046,8838,5437,12663,8521,1879,956,932,165,1199,14.0899127352598,0.411,0.072,0.054,0.462,1,2296
"hereford and south herefordshire",42," Labour Party","2010","Urban with Significant Rural",28139,69353,97492,5860,14556,8046,8838,5437,12663,8521,1879,956,932,165,1199,14.0899127352598,0.411,0.072,0.054,0.462,1,2296
"hereford and south herefordshire",42," Green Party","2015","Urban with Significant Rural",28139,69353,97492,5860,14556,8046,8838,5437,12663,8521,1879,956,932,165,1199,14.0899127352598,0.106,0.128,0.241,0.526,1,2296
"leeds east",35," Liberal Democrats","2010","Predominantly Urban",0,94469,94469,3674,9985,8605,4985,5163,11644,9904,4918,1899,1277,403,1405,15.3387409355317,0.175,0.504,0.089,0.232,1.16666666666667,3085
"leeds east",35," Labour Party","2010","Predominantly Urban",0,94469,94469,3674,9985,8605,4985,5163,11644,9904,4918,1899,1277,403,1405,15.3387409355317,0.175,0.504,0.089,0.232,1.16666666666667,3085
"leeds east",35," UK Independence Party","2015","Predominantly Urban",0,94469,94469,3674,9985,8605,4985,5163,11644,9904,4918,1899,1277,403,1405,15.3387409355317,0.034,0.537,0.219,0.209,1.16666666666667,3085
"leeds east",35," Conservative Party","2015","Predominantly Urban",0,94469,94469,3674,9985,8605,4985,5163,11644,9904,4918,1899,1277,403,1405,15.3387409355317,0.034,0.537,0.219,0.209,1.16666666666667,3085
"leeds east",35," Liberal Democrats","2015","Predominantly Urban",0,94469,94469,3674,9985,8605,4985,5163,11644,9904,4918,1899,1277,403,1405,15.3387409355317,0.034,0.537,0.219,0.209,1.16666666666667,3085
"lewisham west and penge",35," UK Independence Party","2010","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.281,0.411,0.053,0.255,2.47058823529412,4700
"lewisham west and penge",35," Labour Party","2010","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.281,0.411,0.053,0.255,2.47058823529412,4700
"lewisham west and penge",35," Liberal Democrats","2010","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.281,0.411,0.053,0.255,2.47058823529412,4700
"lewisham west and penge",35," Labour Party","2015","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.077,0.506,0.175,0.242,2.47058823529412,4700
"lewisham west and penge",35," Green Party","2015","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.077,0.506,0.175,0.242,2.47058823529412,4700
"lewisham west and penge",35," Conservative Party","2015","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.077,0.506,0.175,0.242,2.47058823529412,4700
"lewisham west and penge",35," UK Independence Party","2015","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.077,0.506,0.175,0.242,2.47058823529412,4700
"lewisham west and penge",35," Liberal Democrats","2015","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.077,0.506,0.175,0.242,2.47058823529412,4700
"lewisham west and penge",35," Labour Party","2017","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.062,0.666,0.042,0.23,2.47058823529412,4700
"lewisham west and penge",35," Liberal Democrats","2017","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.062,0.666,0.042,0.23,2.47058823529412,4700
"lewisham west and penge",35," Labour Party","2019","Predominantly Urban",0,105993,105993,9455,20344,10467,7108,4198,8777,5679,3859,1904,1591,660,2449,4.45981251218765,0.12,0.612,0.07,0.198,2.47058823529412,4700
"heywood and middleton",40," Conservative Party","2010","Predominantly Urban",1586,102308,103894,5619,13879,10781,6651,5704,11695,11617,3193,1669,1095,251,1468,13.2666502836162,NA,NA,NA,NA,2.6,2814
"heywood and middleton",40," UK Independence Party","2015","Predominantly Urban",1586,102308,103894,5619,13879,10781,6651,5704,11695,11617,3193,1669,1095,251,1468,13.2666502836162,NA,NA,NA,NA,2.6,2814
"heywood and middleton",40," Green Party","2015","Predominantly Urban",1586,102308,103894,5619,13879,10781,6651,5704,11695,11617,3193,1669,1095,251,1468,13.2666502836162,NA,NA,NA,NA,2.6,2814
"heywood and middleton",40," Conservative Party","2015","Predominantly Urban",1586,102308,103894,5619,13879,10781,6651,5704,11695,11617,3193,1669,1095,251,1468,13.2666502836162,NA,NA,NA,NA,2.6,2814
"heywood and middleton",40," Labour Party","2015","Predominantly Urban",1586,102308,103894,5619,13879,10781,6651,5704,11695,11617,3193,1669,1095,251,1468,13.2666502836162,NA,NA,NA,NA,2.6,2814
"leeds north east",37," Labour Party","2010","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.196,0.427,0.046,0.331,1.07692307692308,3645
"leeds north east",37," Conservative Party","2015","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.053,0.479,0.139,0.329,1.07692307692308,3645
"leeds north east",37," Liberal Democrats","2015","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.053,0.479,0.139,0.329,1.07692307692308,3645
"leeds north east",37," UK Independence Party","2015","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.053,0.479,0.139,0.329,1.07692307692308,3645
"leeds north east",37," Labour Party","2015","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.053,0.479,0.139,0.329,1.07692307692308,3645
"leeds north east",37," Conservative Party","2017","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.037,0.631,0.022,0.31,1.07692307692308,3645
"leeds north east",37," Liberal Democrats","2017","Predominantly Urban",119,91521,91640,11555,16611,8259,5525,3000,6979,4473,3143,1242,1376,413,1856,15.3387409355317,0.037,0.631,0.022,0.31,1.07692307692308,3645
"high peak",43," Green Party","2010","Predominantly Rural",27861,63031,90892,7525,14733,8070,7351,5397,9882,7437,1383,1017,983,212,1341,13.2666502836162,0.218,0.316,0.057,0.409,10.5,2536
"high peak",43," Labour Party","2017","Predominantly Rural",27861,63031,90892,7525,14733,8070,7351,5397,9882,7437,1383,1017,983,212,1341,13.2666502836162,0.05,0.497,NA,0.454,10.5,2536
"leeds north west",32," Liberal Democrats","2015","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.368,0.301,0.145,0.186,2.35135135135135,17728
"leeds north west",32," Labour Party","2015","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.368,0.301,0.145,0.186,2.35135135135135,17728
"leeds north west",32," Conservative Party","2015","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.368,0.301,0.145,0.186,2.35135135135135,17728
"leeds north west",32," Green Party","2015","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.368,0.301,0.145,0.186,2.35135135135135,17728
"leeds north west",32," UK Independence Party","2015","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.368,0.301,0.145,0.186,2.35135135135135,17728
"leeds north west",32," Green Party","2017","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.35,0.441,0.013,0.197,2.35135135135135,17728
"leeds north west",32," Liberal Democrats","2017","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.35,0.441,0.013,0.197,2.35135135135135,17728
"leeds north west",32," Labour Party","2017","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.35,0.441,0.013,0.197,2.35135135135135,17728
"leeds north west",32," Liberal Democrats","2019","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.191,0.486,0.055,0.268,2.35135135135135,17728
"leeds north west",32," Labour Party","2019","Predominantly Urban",6520,78051,84571,8056,13005,6918,4558,2918,6162,3787,1427,770,5408,1555,10765,13.8230203625933,0.191,0.486,0.055,0.268,2.35135135135135,17728
"loughborough",35," Labour Party","2010","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.183,0.345,0.056,0.416,1.36842105263158,13854
"loughborough",35," Conservative Party","2010","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.183,0.345,0.056,0.416,1.36842105263158,13854
"loughborough",35," Liberal Democrats","2010","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.183,0.345,0.056,0.416,1.36842105263158,13854
"loughborough",35," UK Independence Party","2015","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.041,0.319,0.145,0.495,1.36842105263158,13854
"loughborough",35," Labour Party","2017","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.036,0.42,0.045,0.499,1.36842105263158,13854
"loughborough",35," Liberal Democrats","2017","Predominantly Urban",5456,93721,99177,7925,13752,7912,5301,5234,9226,8012,1899,940,2877,769,10208,14.074033727725,0.036,0.42,0.045,0.499,1.36842105263158,13854
"holborn and st pancras",32," Liberal Democrats","2010","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Conservative Party","2010","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Labour Party","2010","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Green Party","2010","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Green Party","2015","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Conservative Party","2015","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Labour Party","2015","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," UK Independence Party","2015","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Liberal Democrats","2015","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Labour Party","2017","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," UK Independence Party","2019","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Conservative Party","2019","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"holborn and st pancras",32," Liberal Democrats","2019","Predominantly Urban",0,135642,135642,16648,25224,8378,7748,4045,8576,5742,7106,2059,3557,1145,15331,4.45981251218765,NA,NA,NA,NA,3.84615384615385,20033
"lewisham east",35," Liberal Democrats","2010","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.282,0.431,0.052,0.236,3.41176470588235,4948
"lewisham east",35," Labour Party","2010","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.282,0.431,0.052,0.236,3.41176470588235,4948
"lewisham east",35," Conservative Party","2010","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.282,0.431,0.052,0.236,3.41176470588235,4948
"lewisham east",35," UK Independence Party","2015","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.057,0.557,0.163,0.223,3.41176470588235,4948
"lewisham east",35," Conservative Party","2015","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.057,0.557,0.163,0.223,3.41176470588235,4948
"lewisham east",35," Green Party","2015","Predominantly Urban",0,102206,102206,8165,17462,9523,6747,4014,8970,5728,4280,1855,1900,665,2383,15.7493923642272,0.057,0.557,0.163,0.223,3.41176470588235,4948
